Accommodation,Agent company name,Country,Course,Course Fee After Scholarships,Course Scholarships Applied,CourseFee,Dependant Children,Dependant Partner,Nationality,Recorded Video Interview,Student Deposit Amount,Uni Deposit Amount,University,age,dataset_year,email_proxy,first_name_proxy,last_name_proxy
Arranged - university accommodation,SI-UK,India,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,25.2,2023,email_00864,fname_00748,lname_00780
Arranged - private rental,SI-UK,Bangladesh,MSc International Accounting and Finance,23500.0,0,23500.0,No,Yes,Bangladeshi,Passed,3000.0,0.0,missing,42.1,2023,email_00844,fname_00672,lname_00576
Arranged - private student accommodation,IDP Education,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,4000.0,0.0,missing,25.2,2023,email_00585,fname_00513,lname_00867
Arranged - private student accommodation,MACES,Bangladesh,MSc Strategic Digital Marketing,23500.0,0,23500.0,No,No,Bangladeshi,Passed,3000.0,0.0,missing,25.0,2023,email_00535,fname_00424,lname_00453
Arranged - university accommodation,NCUK - UK,Kenya,Master of Pharmacy,20700.0,0,20700.0,No,No,Kenyan,Passed,3000.0,0.0,missing,19.9,2023,email_00596,fname_00526,lname_00492
Arranged - private student accommodation,SI-UK,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,21.5,2023,email_00329,fname_00257,lname_00779
Arranged - staying with family,KC Overseas Education Pvt Ltd,Nepal,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,Yes,Nepalese,Passed,3000.0,0.0,missing,25.1,2023,email_01192,fname_01038,lname_00214
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc Construction Management and Engineering - Full Time,21500.0,0,21500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.3,2023,email_00663,fname_00567,lname_00657
Arranged - private student accommodation,MACES,Bangladesh,MSc Strategic Digital Marketing,23500.0,0,23500.0,No,No,Bangladeshi,Passed,3000.0,0.0,missing,29.9,2023,email_01016,fname_00884,lname_00513
Arranged - private student accommodation,IDP Education,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.1,2023,email_00843,fname_00759,lname_00211
Arranged - other,GeeBee,India,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,Yes,Indian,Passed,20100.0,0.0,missing,22.3,2023,email_00504,fname_00437,lname_00779
Arranged - university accommodation,Info Edge India,India,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,27.7,2023,email_01143,fname_00997,lname_00311
Arranged - private rental,AECC Global,India,MSc Health Psychology,20700.0,0,20700.0,No,Yes,Indian,Passed,3000.0,0.0,missing,27.6,2023,email_00287,fname_00218,lname_00823
Arranged - private rental,Krishna Consultants,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.4,2023,email_00971,fname_00848,lname_00923
Arranged - private student accommodation,HR Consultants,Pakistan,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,No,Pakistani,Passed,3000.0,0.0,missing,26.2,2023,email_00590,fname_00000,lname_00488
Arranged - private student accommodation,AECC Global,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.3,2023,email_00641,fname_00915,lname_00495
Arranged - private rental,Times Consultant,Pakistan,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,No,Pakistani,Passed,3000.0,0.0,missing,27.1,2023,email_01295,fname_01119,lname_00414
Arranged - private student accommodation,Krishna Consultants,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.1,2023,email_00548,fname_00479,lname_00505
,Astolinks International,Ghana,MSc Data Analytics (including Professional Practice),24000.0,0,24000.0,No,No,Ghanaian,Passed,7500.0,0.0,missing,41.0,2023,email_00137,fname_00073,lname_00226
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,22750.0,0.0,missing,22.2,2023,email_01065,fname_00126,lname_00833
Arranged - private student accommodation,GeeBee,India,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.6,2023,email_00967,fname_00844,lname_00935
Arranged - private student accommodation,SI-UK,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.4,2023,email_00828,fname_01027,lname_00656
Arranged - private student accommodation,Krishna Consultants,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.2,2023,email_01288,fname_01113,lname_00255
,Krishna Consultants,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,22755.0,0.0,missing,29.7,2023,email_00338,fname_00271,lname_01006
Arranged - staying with family,Du Hoc Kingstudy,Vietnam,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Vietnamese,Passed,3000.0,0.0,missing,24.2,2023,email_00675,fname_00404,lname_00550
Arranged - private student accommodation,IDP Education,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.6,2023,email_00335,fname_00268,lname_00188
Arranged - other,CRIZAC inc. Gateway & UCOL,India,MSc Artificial Intelligence with Business Strategy (including Professional Practice),26000.0,0,26000.0,No,No,Indian,Passed,11600.0,0.0,missing,23.8,2023,email_01396,fname_00296,lname_00169
Arranged - private student accommodation,Leverage Edu,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.7,2023,email_00715,fname_00609,lname_00565
Arranged - university accommodation,Krishna Consultants,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.9,2023,email_00852,fname_00744,lname_00409
Arranged - private student accommodation,IDP Education,India,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,21.4,2023,email_01028,fname_00899,lname_00237
Arranged - private student accommodation,SI-UK,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3010.0,0.0,missing,22.6,2023,email_00647,fname_00379,lname_00530
Arranged - private student accommodation,Santa Monica Overseas Studies & Placements,India,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,No,Indian,Passed,3500.0,0.0,missing,22.3,2023,email_00291,fname_00227,lname_00000
Arranged - staying with family,Krishna Consultants,India,LLM International Commercial Law,23500.0,0,23500.0,No,No,Indian,Passed,11140.0,0.0,missing,24.7,2023,email_00963,fname_00841,lname_00779
Arranged - private student accommodation,IDP Education,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.0,2023,email_01094,fname_00137,lname_00869
Arranged - private rental,IDP Education,India,MSc Construction Management and Engineering (including Professional Practice) Full Time,24000.0,0,24000.0,No,No,Indian,Passed,4400.0,0.0,missing,21.9,2023,email_00724,fname_00615,lname_01051
Arranged - private student accommodation,Leverage Edu,India,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.2,2023,email_00058,fname_00019,lname_00486
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc Construction Management and Engineering (including Professional Practice) Full Time,24000.0,0,24000.0,No,No,Indian,Passed,3000.0,0.0,missing,24.0,2023,email_00442,fname_00378,lname_01062
Arranged - university accommodation,Talib Consultancy (TCL Global),Iran; Islamic Republic of,MSc Mechanical Engineering,21500.0,0,21500.0,No,Yes,Iranian,Passed,3000.0,0.0,missing,37.1,2023,email_00150,fname_00088,lname_00593
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Future Vehicle Technologies  - Full Time,21500.0,0,21500.0,No,No,Indian,Passed,3000.0,0.0,missing,26.7,2023,email_00886,fname_00767,lname_00663
,CRIZAC inc. Gateway & UCOL,India,MSc Artificial Intelligence with Business Strategy - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3002.0,0.0,missing,22.5,2023,email_00001,fname_01028,lname_00797
Arranged - staying with family,SAMS Global,Bangladesh,MSc Civil Infrastructure Engineering - Full Time,21500.0,0,21500.0,No,Yes,Bangladeshi,Passed,3000.0,0.0,missing,27.6,2023,email_00842,fname_00646,lname_00410
Arranged - private student accommodation,Info Edge India,India,MSc Data Analytics - Full Time,21500.0,0,21500.0,No,No,Indian,Passed,0.0,0.0,missing,22.2,2023,email_00700,fname_00596,lname_00631
Arranged - staying with family,HR Consultants,Pakistan,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,No,Pakistani,Passed,3000.0,0.0,missing,26.9,2023,email_00515,fname_00117,lname_00444
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,36.6,2023,email_01010,fname_00880,lname_00826
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,20.7,2023,email_00444,fname_00382,lname_00564
Arranged - private student accommodation,IDP Education,India,MSc Strategic Digital Marketing,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.5,2023,email_01339,fname_01156,lname_00780
,CRIZAC inc. Gateway & UCOL,India,MSc Computer Science (including Professional Practice),24000.0,0,24000.0,No,No,Indian,Passed,3500.0,0.0,missing,23.2,2023,email_01093,fname_00948,lname_00975
Arranged - private rental,AECC Global,India,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,No,Indian,Passed,3000.0,0.0,missing,22.9,2023,email_01338,fname_00555,lname_01050
Arranged - homestay,IDP Education,India,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.0,2023,email_00807,fname_00614,lname_00935
Arranged - private rental,KC Overseas Education Pvt Ltd,India,MSc Artificial Intelligence with Business Strategy (including Professional Practice),26000.0,0,26000.0,No,No,Indian,Passed,4700.0,0.0,missing,26.3,2023,email_00592,fname_00058,lname_00622
Arranged - private student accommodation,Info Edge India,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.7,2023,email_01347,fname_01160,lname_00929
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc International Business,20500.0,3000,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,29.3,2023,email_00514,fname_00917,lname_00259
Arranged - private student accommodation,UniServ,Kenya,MSc Data Analytics - Full Time,21500.0,0,21500.0,No,No,Kenyan,Passed,4000.0,0.0,missing,27.6,2023,email_01256,fname_01082,lname_00070
Arranged - university accommodation,NCUK - UK,Kenya,BSc Accounting and Finance,18250.0,0,18250.0,No,No,Kenyan,Passed,0.0,0.0,missing,19.5,2023,email_00443,fname_00381,lname_00679
Arranged - private rental,Talib Consultancy (TCL Global),Iran; Islamic Republic of,MSc Business Analytics,23500.0,0,23500.0,No,No,Iranian,Passed,3000.0,0.0,missing,24.1,2023,email_00754,fname_00650,lname_00370
Arranged - private rental,Astolinks International,Ghana,MSc Accounting and Finance,23500.0,0,23500.0,No,No,Ghanaian,Passed,7500.0,0.0,missing,39.4,2023,email_00315,fname_00239,lname_00294
Arranged - private rental,MyArman,Iran; Islamic Republic of,BSc Business and Management,18250.0,0,18250.0,No,No,Iranian,Passed,3000.0,0.0,missing,20.1,2023,email_01148,fname_00544,lname_00889
Arranged - private rental,UKEC,Saudi Arabia,MSc Strategy and International Business,23500.0,0,23500.0,Yes (1 child),No,Saudi Arabian,Passed,0.0,0.0,missing,39.3,2023,email_00041,fname_00984,lname_00077
Arranged - private rental,Talib Consultancy (TCL Global),Saudi Arabia,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,No,Saudi Arabian,Passed,0.0,0.0,missing,33.4,2023,email_01391,fname_00982,lname_00069
,Education International Cooperation (EIC) Group Limited,China,Master of Business Administration,30000.0,0,30000.0,No,No,Chinese,Passed,3000.0,0.0,missing,42.2,2023,email_00023,fname_01190,lname_00270
Arranged - private student accommodation,Shanghai University,China,BSc Accounting and Finance,18250.0,0,18250.0,No,No,Chinese,Passed,3000.0,0.0,missing,23.9,2023,email_00005,fname_01037,lname_01026
Arranged - private student accommodation,OxBridge Holdings Inc - Taiwan,Taiwan,MSc Business and Management,23500.0,0,23500.0,No,No,Taiwanese,Passed,3000.0,0.0,missing,27.0,2023,email_01361,fname_00214,lname_00430
Arranged - private rental,OxBridge Holdings Inc - Taiwan,Taiwan,MSc Business and Management,23500.0,0,23500.0,No,No,Taiwanese,Passed,3000.0,0.0,missing,32.4,2023,email_00296,fname_00211,lname_01080
Arranged - private student accommodation,Leverage Edu,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.8,2023,email_00871,fname_00755,lname_00383
Arranged - private student accommodation,Edwise,India,MSc Investment Analysis,23500.0,0,23500.0,No,No,Indian,Passed,4000.0,0.0,missing,28.1,2023,email_00439,fname_00483,lname_00382
Not arranged - considering university accommodation,EduCo International Group Ltd,India,MSc Economics,20500.0,3000,0.0,No,No,Indian,Passed,3007.0,0.0,missing,27.1,2023,email_00603,fname_00527,lname_00000
Not arranged - considering university accommodation,On Campus (Aston),Kenya,MSc Crisis & Disaster Management,23500.0,0,23500.0,No,No,Kenyan,Passed,4000.0,0.0,missing,26.8,2023,email_00394,fname_00325,lname_00677
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,No,Indian,Passed,3000.0,0.0,missing,23.1,2023,email_01201,fname_00235,lname_00852
Arranged - private student accommodation,SI-UK,India,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.0,2023,email_01335,fname_01151,lname_01031
Arranged - private student accommodation,IDP Education,India,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.6,2023,email_00465,fname_00403,lname_00513
Arranged - private student accommodation,SI-UK,India,MSc Future Vehicle Technologies (including Professional Practice) - Full Time,24000.0,0,24000.0,No,No,Indian,Passed,3300.0,0.0,missing,26.2,2023,email_00410,fname_00349,lname_00384
Arranged - private student accommodation,Leverage Edu,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.1,2023,email_00228,fname_00178,lname_00652
Arranged - private rental,HR Consultants,Pakistan,MSc Business Analytics,23500.0,0,23500.0,No,No,Pakistani,Passed,3050.0,0.0,missing,26.2,2023,email_01150,fname_00692,lname_00927
Arranged - university accommodation,Leverage Edu,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,28.2,2023,email_00503,fname_00412,lname_00919
Arranged - staying with family,HR Consultants,Pakistan,MSc Human Resource Management,20500.0,3000,0.0,No,No,Pakistani,Passed,3000.0,0.0,missing,22.1,2023,email_00661,fname_00565,lname_00448
Arranged - private student accommodation,Leverage Edu,India,MSc Data Analytics - Full Time,21500.0,0,21500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.2,2023,email_01038,fname_00909,lname_00963
Arranged - private student accommodation,Krishna Consultants,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.0,2023,email_01382,fname_00100,lname_01087
Arranged - university accommodation,AECC Global,India,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.7,2023,email_00381,fname_00311,lname_00393
Arranged - private student accommodation,GeeBee,India,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.4,2023,email_00984,fname_00408,lname_00827
Arranged - university accommodation,Info Edge India,India,Master of Business Administration,30000.0,0,30000.0,No,No,Indian,Passed,3000.0,0.0,missing,35.0,2023,email_00725,fname_00617,lname_00504
Arranged - private student accommodation,AECC Global,India,MSc Data Analytics - Full Time,21500.0,0,21500.0,No,No,Indian,Passed,3200.0,0.0,missing,23.2,2023,email_00533,fname_00677,lname_00465
Arranged - private rental,GeeBee,India,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.3,2023,email_00359,fname_00292,lname_00476
Arranged - university accommodation,SI-UK,India,MSc Mechanical Engineering,21500.0,0,21500.0,No,No,Indian,Passed,3000.0,0.0,missing,29.0,2023,email_01076,fname_00940,lname_00579
Arranged - university accommodation,KC Overseas Education Pvt Ltd,India,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,6000.0,0.0,missing,38.4,2023,email_00711,fname_00979,lname_00826
Not arranged - considering private student accommodation,IDP Education,India,MSc Artificial Intelligence - Full Time,20500.0,3000,0.0,No,No,Indian,Passed,3000.0,0.0,missing,31.3,2023,email_00231,fname_00180,lname_00635
Arranged - private rental,IDP Education,India,MSc Information Systems & Business Analysis,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,29.8,2023,email_01129,fname_00985,lname_00170
